editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class
34597,Ludqui,328150305,328150573,http://en.wikipedia.org/w/index.php?diff=328150573&oldid=328150305,2009-11-27T04:01:34Z,/* Notable Alumni of UPRM */,453996,University of Puerto Rico at Mayagüez,34597,vandalism
34603,IChooseTheRules,322186721,328447532,http://en.wikipedia.org/w/index.php?diff=328447532&oldid=322186721,2009-11-28T21:05:26Z,/* See also */,13943592,Man on the Moon,34603,vandalism
34619,137.30.254.97,317846400,328500867,http://en.wikipedia.org/w/index.php?diff=328500867&oldid=317846400,2009-11-29T02:20:56Z,/* History */,23331924,Spinola family,34619,vandalism
34622,74.193.251.108,327770950,328055887,http://en.wikipedia.org/w/index.php?diff=328055887&oldid=327770950,2009-11-26T15:54:19Z,/* Visiting the museum */,325951,"Beauvoir (Biloxi, Mississippi)",34622,vandalism
34632,142.204.90.240,307094804,327125121,http://en.wikipedia.org/w/index.php?diff=327125121&oldid=307094804,2009-11-21T15:58:47Z,/* Notable residents */,617928,"Asphodel-Norwood, Ontario",34632,vandalism
34641,Jordan Chan,327893620,327894211,http://en.wikipedia.org/w/index.php?diff=327894211&oldid=327893620,2009-11-25T17:46:23Z,null,2178636,Jordan Chan,34641,vandalism
34670,86.96.229.87,327354521,327354870,http://en.wikipedia.org/w/index.php?diff=327354870&oldid=327354521,2009-11-22T21:45:56Z,/* Placements */,20020170,Miss Earth 2009,34670,vandalism
34703,194.159.181.148,327654735,327677726,http://en.wikipedia.org/w/index.php?diff=327677726&oldid=327654735,2009-11-24T15:30:33Z,/* Yukawas meson postulated to bind nuclei */,21285,Nuclear physics,34703,vandalism
34725,89.211.50.83,327802064,327832046,http://en.wikipedia.org/w/index.php?diff=327832046&oldid=327802064,2009-11-25T08:54:01Z,/* Musical heritage */,297363,Maguindanao,34725,vandalism
34739,Nickgleris,330085821,330086639,http://en.wikipedia.org/w/index.php?diff=330086639&oldid=330085821,2009-12-06T17:26:46Z,/* Appearances and Goals in Super League */,11582368,Panthrakikos F.C.,34739,vandalism
34773,172.130.143.237,314852063,327468985,http://en.wikipedia.org/w/index.php?diff=327468985&oldid=314852063,2009-11-23T13:18:01Z,/* References */ infringement,16931751,Perfectly Clear,34773,vandalism
34777,41.232.110.184,327340278,327340349,http://en.wikipedia.org/w/index.php?diff=327340349&oldid=327340278,2009-11-22T20:16:23Z,/* References */,27187,Solanaceae,34777,vandalism
34784,137.205.148.65,328782486,328784139,http://en.wikipedia.org/w/index.php?diff=328784139&oldid=328782486,2009-11-30T11:51:55Z,[[WP:UNDO|Undid]] revision 328782486 by [[Special:Contributions/Wizarth|Wizarth]] ([[User talk:Wizarth|talk]]),418292,Strain gauge,34784,vandalism
34819,81.157.28.183,329611913,329720426,http://en.wikipedia.org/w/index.php?diff=329720426&oldid=329611913,2009-12-04T19:34:43Z,ash has died!,455243,Ash Ketchum,34819,vandalism
34837,202.131.155.20,327414014,327448699,http://en.wikipedia.org/w/index.php?diff=327448699&oldid=327414014,2009-11-23T09:34:27Z,/* Awards and honours */,1342873,Joseph Vijay,34837,vandalism
34857,59.178.206.38,326922089,329092325,http://en.wikipedia.org/w/index.php?diff=329092325&oldid=326922089,2009-12-01T19:33:45Z,/* Lyrics */,3431603,"Row, Row, Row Your Boat",34857,vandalism
34885,75.146.220.209,329667080,329677121,http://en.wikipedia.org/w/index.php?diff=329677121&oldid=329667080,2009-12-04T15:33:42Z,null,10451432,2009 in film,34885,vandalism
34907,86.165.144.152,327589545,328642539,http://en.wikipedia.org/w/index.php?diff=328642539&oldid=327589545,2009-11-29T19:50:24Z,null,1277918,Charlie and the Chocolate Factory (film),34907,vandalism
34941,97.95.60.200,326812203,326812313,http://en.wikipedia.org/w/index.php?diff=326812313&oldid=326812203,2009-11-19T22:12:09Z,/* Term people of color in the United States */,526585,Colored,34941,vandalism
34945,Cleveracesleep,328854218,328857917,http://en.wikipedia.org/w/index.php?diff=328857917&oldid=328854218,2009-11-30T19:26:17Z,null,21648,New Jersey,34945,vandalism
34968,160.133.1.228,328837523,328838668,http://en.wikipedia.org/w/index.php?diff=328838668&oldid=328837523,2009-11-30T17:51:30Z,/* Department B (Sects and Churches) */,12899,Gestapo,34968,vandalism
35004,72.240.124.243,327059144,329152621,http://en.wikipedia.org/w/index.php?diff=329152621&oldid=327059144,2009-12-02T01:07:57Z,null,333752,Wiki markup,35004,vandalism
35015,76.3.221.176,329529142,329529344,http://en.wikipedia.org/w/index.php?diff=329529344&oldid=329529142,2009-12-03T20:53:45Z,/* Natural history */,33613,Western Australia,35015,vandalism
35025,99.228.198.182,327934874,327935946,http://en.wikipedia.org/w/index.php?diff=327935946&oldid=327934874,2009-11-25T22:01:54Z,/* Shooting Incident */,3571229,Chinguacousy Secondary School,35025,vandalism
35028,195.194.75.205,326934727,326935330,http://en.wikipedia.org/w/index.php?diff=326935330&oldid=326934727,2009-11-20T15:00:21Z,null,17416342,Xbox,35028,vandalism
35038,86.13.141.42,327668361,327670684,http://en.wikipedia.org/w/index.php?diff=327670684&oldid=327668361,2009-11-24T14:40:32Z,/* Video and background */,25145975,Charlie Bit My Finger,35038,vandalism
35040,98.197.18.7,325751937,328203330,http://en.wikipedia.org/w/index.php?diff=328203330&oldid=325751937,2009-11-27T13:05:57Z,null,4061984,Sultan Salahuddin Owaisi,35040,vandalism
35085,Pranjha,329615831,329616351,http://en.wikipedia.org/w/index.php?diff=329616351&oldid=329615831,2009-12-04T05:49:53Z,null,5726033,Dhing,35085,vandalism
35091,199.197.113.54,316805988,329302639,http://en.wikipedia.org/w/index.php?diff=329302639&oldid=316805988,2009-12-02T20:18:28Z,null,5023749,Training camp (National Football League),35091,vandalism
35097,94.168.172.81,325395943,327015870,http://en.wikipedia.org/w/index.php?diff=327015870&oldid=325395943,2009-11-20T23:24:16Z,null,24063655,Foreign exchange autotrading,35097,vandalism
35098,205.123.77.150,326244785,326804244,http://en.wikipedia.org/w/index.php?diff=326804244&oldid=326244785,2009-11-19T21:28:59Z,/* Usage */,10831,F,35098,vandalism
35111,75.50.255.170,326491814,326852227,http://en.wikipedia.org/w/index.php?diff=326852227&oldid=326491814,2009-11-20T02:13:55Z,null,1223753,The Three Tenors,35111,vandalism
35119,208.108.159.108,326495887,328805958,http://en.wikipedia.org/w/index.php?diff=328805958&oldid=326495887,2009-11-30T14:38:34Z,null,448557,Sarin gas attack on the Tokyo subway,35119,vandalism
35123,Iamaspy2u,319344377,328318202,http://en.wikipedia.org/w/index.php?diff=328318202&oldid=319344377,2009-11-28T03:51:48Z,/* Notable residents */,125779,"Fanwood, New Jersey",35123,vandalism
35156,JohnnyB256,328606112,328606168,http://en.wikipedia.org/w/index.php?diff=328606168&oldid=328606112,2009-11-29T16:34:27Z,Undoing own edit ([[Wikipedia:Huggle|HG]]),148440,Coleman Young,35156,vandalism
35181,Naughty nikki,328273742,328472494,http://en.wikipedia.org/w/index.php?diff=328472494&oldid=328273742,2009-11-28T23:28:43Z,/* External Links */,6766020,Stuart Manning,35181,vandalism
35186,98.238.103.214,317511385,329912724,http://en.wikipedia.org/w/index.php?diff=329912724&oldid=317511385,2009-12-05T19:02:57Z,/* History */,912851,"Seaside, Florida",35186,vandalism
35221,24.77.131.241,318913933,329180888,http://en.wikipedia.org/w/index.php?diff=329180888&oldid=318913933,2009-12-02T04:11:23Z,/* Al-Zawra */,14759381,Iraqi clubs in the AFC Champions League,35221,vandalism
35290,24.140.17.213,329294337,329587326,http://en.wikipedia.org/w/index.php?diff=329587326&oldid=329294337,2009-12-04T01:52:21Z,/* Trans Am */,386221,Pontiac Firebird,35290,vandalism
35294,213.123.197.54,327885773,328611515,http://en.wikipedia.org/w/index.php?diff=328611515&oldid=327885773,2009-11-29T17:04:50Z,/* Radio and movies */,63276,Big band,35294,vandalism
35312,69.150.58.182,321436756,328661339,http://en.wikipedia.org/w/index.php?diff=328661339&oldid=321436756,2009-11-29T21:23:26Z,/* See also */,148234,Mirror image,35312,vandalism
35353,72.154.192.52,327276691,327576607,http://en.wikipedia.org/w/index.php?diff=327576607&oldid=327276691,2009-11-24T01:00:39Z,null,3615509,Baki the Grappler,35353,vandalism
35362,170.161.64.10,329242459,329242527,http://en.wikipedia.org/w/index.php?diff=329242527&oldid=329242459,2009-12-02T13:39:51Z,/* Cast */,4867859,How the Grinch Stole Christmas (film),35362,vandalism
35376,64.229.168.60,327791281,327793509,http://en.wikipedia.org/w/index.php?diff=327793509&oldid=327791281,2009-11-25T03:05:04Z,/* References */,3400484,Worlds of Wonder (toy company),35376,vandalism
35400,194.238.70.226,327894428,327898618,http://en.wikipedia.org/w/index.php?diff=327898618&oldid=327894428,2009-11-25T18:17:08Z,/* History */,23487999,Hajj,35400,vandalism
35421,66.232.207.227,329716440,329717837,http://en.wikipedia.org/w/index.php?diff=329717837&oldid=329716440,2009-12-04T19:19:18Z,/* Magic Scent */,3364578,List of Crayola crayon colors,35421,vandalism
35434,99.21.35.35,329064043,329198814,http://en.wikipedia.org/w/index.php?diff=329198814&oldid=329064043,2009-12-02T06:45:16Z,null,1441665,Matt Millen,35434,vandalism
35448,71.129.235.17,327613478,327619246,http://en.wikipedia.org/w/index.php?diff=327619246&oldid=327613478,2009-11-24T06:28:31Z,/* Christine and Walter Collins */,15443721,Wineville Chicken Coop Murders,35448,vandalism
35458,74.99.93.161,325771067,327576471,http://en.wikipedia.org/w/index.php?diff=327576471&oldid=325771067,2009-11-24T00:59:47Z,/* References */,265516,Tokyo Bay,35458,vandalism
35469,78.191.141.95,323755772,328194653,http://en.wikipedia.org/w/index.php?diff=328194653&oldid=323755772,2009-11-27T11:36:33Z,/* Pro career */,2646832,Axel Hervelle,35469,vandalism
35509,99.148.24.57,322598417,327551151,http://en.wikipedia.org/w/index.php?diff=327551151&oldid=322598417,2009-11-23T22:21:21Z,/* See also */,23251569,Etoro tribe,35509,vandalism
35510,76.190.241.62,327480398,327581803,http://en.wikipedia.org/w/index.php?diff=327581803&oldid=327480398,2009-11-24T01:34:37Z,null,64976,Attention-deficit hyperactivity disorder,35510,vandalism
35530,119.152.236.250,327429424,327449798,http://en.wikipedia.org/w/index.php?diff=327449798&oldid=327429424,2009-11-23T09:47:38Z,/* Current members */,929466,My Morning Jacket,35530,vandalism
35557,71.194.59.184,326287804,327969842,http://en.wikipedia.org/w/index.php?diff=327969842&oldid=326287804,2009-11-26T01:51:34Z,/* Behavior */,19581,Men in Black,35557,vandalism
35558,62.167.66.224,328524397,328582746,http://en.wikipedia.org/w/index.php?diff=328582746&oldid=328524397,2009-11-29T13:52:22Z,null,26748,Switzerland,35558,vandalism
35569,65.220.97.130,327157312,327683327,http://en.wikipedia.org/w/index.php?diff=327683327&oldid=327157312,2009-11-24T16:06:38Z,null,62289,Monosodium glutamate,35569,vandalism
35588,138.37.7.247,324889182,326959378,http://en.wikipedia.org/w/index.php?diff=326959378&oldid=324889182,2009-11-20T17:28:39Z,/* Function */,59364,Methionine,35588,vandalism
35636,Sangy123,326824807,326825026,http://en.wikipedia.org/w/index.php?diff=326825026&oldid=326824807,2009-11-19T23:21:01Z,/* Habitat */,44668,Porcupine,35636,vandalism
35647,139.153.13.65,327913497,327985752,http://en.wikipedia.org/w/index.php?diff=327985752&oldid=327913497,2009-11-26T04:07:34Z,/* Sponsorship Partners */,1485447,Corona (beer),35647,vandalism
35648,209.66.200.19,329701820,329701974,http://en.wikipedia.org/w/index.php?diff=329701974&oldid=329701820,2009-12-04T17:54:47Z,/* Main story */,3083277,Stargirl (novel),35648,vandalism
35676,173.75.44.177,326476001,327019706,http://en.wikipedia.org/w/index.php?diff=327019706&oldid=326476001,2009-11-20T23:46:48Z,/* External links */,36727,The Settlers of Catan,35676,vandalism
35700,121.223.164.250,326904850,326904915,http://en.wikipedia.org/w/index.php?diff=326904915&oldid=326904850,2009-11-20T10:22:34Z,/* Solo projects */,4470101,Ojo Taylor,35700,vandalism
35701,174.112.23.49,324032257,327347323,http://en.wikipedia.org/w/index.php?diff=327347323&oldid=324032257,2009-11-22T20:58:04Z,/* Praseodymium */,1558261,Inorganic compounds by element,35701,vandalism
35735,95.175.149.11,324722009,327958587,http://en.wikipedia.org/w/index.php?diff=327958587&oldid=324722009,2009-11-26T00:32:01Z,null,125430,Cowbridge,35735,vandalism
35743,99.231.189.10,325360735,327036682,http://en.wikipedia.org/w/index.php?diff=327036682&oldid=325360735,2009-11-21T01:47:43Z,null,11797303,Lela Star,35743,vandalism
35813,69.125.171.106,324069154,327424730,http://en.wikipedia.org/w/index.php?diff=327424730&oldid=324069154,2009-11-23T05:58:18Z,null,3288591,D. J. Strawberry,35813,vandalism
35856,68.52.254.197,326826526,326826857,http://en.wikipedia.org/w/index.php?diff=326826857&oldid=326826526,2009-11-19T23:31:20Z,null,3363771,Fehmarn Belt bridge,35856,vandalism
35887,71.2.207.1,325439611,327034624,http://en.wikipedia.org/w/index.php?diff=327034624&oldid=325439611,2009-11-21T01:32:32Z,null,2164993,Ball Park Franks,35887,vandalism
35890,92.251.150.215,327357532,327364817,http://en.wikipedia.org/w/index.php?diff=327364817&oldid=327357532,2009-11-22T22:47:29Z,/* Laws of the Game */,11049,FIFA,35890,vandalism
35912,198.67.36.167,329458304,329458554,http://en.wikipedia.org/w/index.php?diff=329458554&oldid=329458304,2009-12-03T14:24:21Z,null,197736,Lillian Gish,35912,vandalism
35915,204.184.17.107,324471911,326969505,http://en.wikipedia.org/w/index.php?diff=326969505&oldid=324471911,2009-11-20T18:32:29Z,/* Early life */,46825,Otto Hahn,35915,vandalism
35924,68.48.226.20,329362305,329874077,http://en.wikipedia.org/w/index.php?diff=329874077&oldid=329362305,2009-12-05T14:27:50Z,/* Production */,155725,Sodium bicarbonate,35924,vandalism
35930,94.116.3.74,326005423,329154521,http://en.wikipedia.org/w/index.php?diff=329154521&oldid=326005423,2009-12-02T01:20:25Z,null,6331626,Tamás Priskin,35930,vandalism
35948,Franzvoncasbah,326918505,326918663,http://en.wikipedia.org/w/index.php?diff=326918663&oldid=326918505,2009-11-20T12:38:57Z,/* References */,22358580,Len Doyal,35948,vandalism
35966,78.161.246.105,325842447,328777627,http://en.wikipedia.org/w/index.php?diff=328777627&oldid=325842447,2009-11-30T10:53:04Z,/* Early life */,53711,Henri Becquerel,35966,vandalism
35978,195.166.155.106,326903764,326903884,http://en.wikipedia.org/w/index.php?diff=326903884&oldid=326903764,2009-11-20T10:12:31Z,/* Causes */,2200874,Bloating,35978,vandalism
35979,94.168.16.97,321052903,327836232,http://en.wikipedia.org/w/index.php?diff=327836232&oldid=321052903,2009-11-25T09:39:24Z,/* Disc 1 */,19012699,I Started Out with Nothin and I Still Got Most of It Left,35979,vandalism
36032,71.224.2.123,325325814,329122982,http://en.wikipedia.org/w/index.php?diff=329122982&oldid=325325814,2009-12-01T22:12:40Z,null,896399,Gray fox,36032,vandalism
36033,84.66.105.106,326369928,326964448,http://en.wikipedia.org/w/index.php?diff=326964448&oldid=326369928,2009-11-20T17:58:19Z,/* Early life */,164910,Serena Williams,36033,vandalism
36085,62.88.72.6,329652894,329775742,http://en.wikipedia.org/w/index.php?diff=329775742&oldid=329652894,2009-12-05T00:35:09Z,/* Events */,8396,11-Dec,36085,vandalism
36091,76.98.201.87,326054647,327781723,http://en.wikipedia.org/w/index.php?diff=327781723&oldid=326054647,2009-11-25T01:40:38Z,/* References */,17948845,Hotstylz,36091,vandalism
36118,80.113.224.2,328794940,328795129,http://en.wikipedia.org/w/index.php?diff=328795129&oldid=328794940,2009-11-30T13:15:25Z,/* The Game */,17725747,Kal Online,36118,vandalism
36150,24.62.87.248,327553052,327608836,http://en.wikipedia.org/w/index.php?diff=327608836&oldid=327553052,2009-11-24T04:51:24Z,null,63390,Meryl Streep,36150,vandalism
36189,59.95.167.253,327939724,328802226,http://en.wikipedia.org/w/index.php?diff=328802226&oldid=327939724,2009-11-30T14:12:22Z,/* Cuisine */,983053,Jodhpur,36189,vandalism
36194,130.39.250.248,326958445,326958548,http://en.wikipedia.org/w/index.php?diff=326958548&oldid=326958445,2009-11-20T17:23:59Z,/* Facilities */,4964069,"Episcopal High School (Baton Rouge, Louisiana)",36194,vandalism
36236,80.56.238.169,327147710,327289040,http://en.wikipedia.org/w/index.php?diff=327289040&oldid=327147710,2009-11-22T14:13:23Z,/* Other controversies */,23636805,Evony,36236,vandalism
36238,69.125.182.34,327153700,327223424,http://en.wikipedia.org/w/index.php?diff=327223424&oldid=327153700,2009-11-22T03:05:03Z,null,22297615,Degrassi: The Next Generation (season 9),36238,vandalism
36240,198.236.64.25,326952066,326973971,http://en.wikipedia.org/w/index.php?diff=326973971&oldid=326952066,2009-11-20T19:01:40Z,/* As digit */,34513,0 (number),36240,vandalism
36264,70.227.107.121,326797363,326797574,http://en.wikipedia.org/w/index.php?diff=326797574&oldid=326797363,2009-11-19T20:50:28Z,/* Academics */,18505898,Green Bay Southwest High School,36264,vandalism
36271,204.184.92.1,329708160,329735827,http://en.wikipedia.org/w/index.php?diff=329735827&oldid=329708160,2009-12-04T20:59:08Z,/* Untamed */,24514615,House of Night (series),36271,vandalism
36289,Ajm1409,327676793,327677025,http://en.wikipedia.org/w/index.php?diff=327677025&oldid=327676793,2009-11-24T15:25:24Z,/* Origins */,66968,Stanley Cup,36289,vandalism
36295,217.25.10.126,317887445,327666541,http://en.wikipedia.org/w/index.php?diff=327666541&oldid=317887445,2009-11-24T14:07:46Z,/* Courses Offered as of 2007 */,1995525,Orpington College,36295,vandalism
36323,142.162.47.197,327964182,327964562,http://en.wikipedia.org/w/index.php?diff=327964562&oldid=327964182,2009-11-26T01:14:07Z,null,33879,Windows XP,36323,vandalism
36331,68.145.50.42,326965027,327404274,http://en.wikipedia.org/w/index.php?diff=327404274&oldid=326965027,2009-11-23T03:14:39Z,/* 1823: Marriage and second Arctic expedition */,330305,John Franklin,36331,vandalism
36345,Badagnani,328508424,328508857,http://en.wikipedia.org/w/index.php?diff=328508857&oldid=328508424,2009-11-29T03:15:11Z,null,310723,Mannheim school,36345,vandalism
36351,71.252.164.142,329498222,329598249,http://en.wikipedia.org/w/index.php?diff=329598249&oldid=329498222,2009-12-04T03:04:28Z,null,489589,University of Phoenix,36351,vandalism
36359,72.207.112.172,328915427,329282885,http://en.wikipedia.org/w/index.php?diff=329282885&oldid=328915427,2009-12-02T18:18:56Z,null,270445,Human hair color,36359,vandalism
36363,Oopsydaisy11,326832249,328596601,http://en.wikipedia.org/w/index.php?diff=328596601&oldid=326832249,2009-11-29T15:34:34Z,null,544357,Diss,36363,vandalism
36372,216.47.168.9,329729473,329729912,http://en.wikipedia.org/w/index.php?diff=329729912&oldid=329729473,2009-12-04T20:28:37Z,/* History */,3287125,Xavier High School (Connecticut),36372,vandalism
36377,122.49.169.233,327292819,327292924,http://en.wikipedia.org/w/index.php?diff=327292924&oldid=327292819,2009-11-22T14:44:57Z,"/* Spirit, body and mind */",265799,Scientology beliefs and practices,36377,vandalism
36381,75.27.61.7,328717407,328717879,http://en.wikipedia.org/w/index.php?diff=328717879&oldid=328717407,2009-11-30T02:43:12Z,null,7165758,Michael Oher,36381,vandalism
36396,144.80.216.99,328700744,328708697,http://en.wikipedia.org/w/index.php?diff=328708697&oldid=328700744,2009-11-30T01:44:05Z,null,7165758,Michael Oher,36396,vandalism
36399,212.31.99.2,326889956,326890449,http://en.wikipedia.org/w/index.php?diff=326890449&oldid=326889956,2009-11-20T07:37:32Z,/* Characteristics */,452162,Parrotfish,36399,vandalism
36415,Twister869,327233877,327290646,http://en.wikipedia.org/w/index.php?diff=327290646&oldid=327233877,2009-11-22T14:26:59Z,null,23416994,Greek mythology,36415,vandalism
36416,60.242.232.53,326972707,327070301,http://en.wikipedia.org/w/index.php?diff=327070301&oldid=326972707,2009-11-21T06:49:20Z,/* Current season */,333188,Barnsley F.C.,36416,vandalism
36419,208.71.234.106,329459494,329460060,http://en.wikipedia.org/w/index.php?diff=329460060&oldid=329459494,2009-12-03T14:35:06Z,null,153967,Frederick Griffith,36419,vandalism
36430,24.226.1.232,326251033,328670939,http://en.wikipedia.org/w/index.php?diff=328670939&oldid=326251033,2009-11-29T22:12:26Z,null,2905982,Transdisciplinarity,36430,vandalism
36434,Hbkmano,328811175,329014699,http://en.wikipedia.org/w/index.php?diff=329014699&oldid=328811175,2009-12-01T11:54:48Z,/* Male performers */,17322723,Pornographic actor,36434,vandalism
36436,75.61.127.132,319362759,327607233,http://en.wikipedia.org/w/index.php?diff=327607233&oldid=319362759,2009-11-24T04:37:43Z,/* Notable alumni */,2820909,Willow Glen High School,36436,vandalism
36437,208.108.138.93,328997139,329023180,http://en.wikipedia.org/w/index.php?diff=329023180&oldid=328997139,2009-12-01T13:02:30Z,/* Background */,304535,Charles Starkweather,36437,vandalism
36487,143.167.174.30,304806676,327286934,http://en.wikipedia.org/w/index.php?diff=327286934&oldid=304806676,2009-11-22T13:55:14Z,null,1670565,Yazoo (drink),36487,vandalism
36488,205.202.138.53,328513217,329076459,http://en.wikipedia.org/w/index.php?diff=329076459&oldid=328513217,2009-12-01T18:13:56Z,/* History */,124012,"Axtell, Nebraska",36488,vandalism
36501,70.15.250.16,329704734,329704853,http://en.wikipedia.org/w/index.php?diff=329704853&oldid=329704734,2009-12-04T18:10:37Z,null,4588866,Billy Hart,36501,vandalism
36511,136.235.244.54,329296638,329300455,http://en.wikipedia.org/w/index.php?diff=329300455&oldid=329296638,2009-12-02T20:05:20Z,/* Honors and Memorials */,37242,Booker T. Washington,36511,vandalism
36529,24.184.69.251,327213225,327317540,http://en.wikipedia.org/w/index.php?diff=327317540&oldid=327213225,2009-11-22T17:47:46Z,null,149216,Aerosmith,36529,vandalism
36561,71.172.77.190,328733064,329791874,http://en.wikipedia.org/w/index.php?diff=329791874&oldid=328733064,2009-12-05T02:13:19Z,null,241113,Dikembe Mutombo,36561,vandalism
36585,68.113.93.106,325340641,328079484,http://en.wikipedia.org/w/index.php?diff=328079484&oldid=325340641,2009-11-26T18:43:43Z,/* Shortest game */,183464,List of world records in chess,36585,vandalism
36589,Jdshiznit,329068854,329069755,http://en.wikipedia.org/w/index.php?diff=329069755&oldid=329068854,2009-12-01T17:39:20Z,"/* WILLY DIMES--Jdshiznit (talk) 17:34, 1 December 2009 (UTC)LOVESMEN */",55771,Home Owners Loan Corporation,36589,vandalism
36608,71.194.136.29,328488200,328686060,http://en.wikipedia.org/w/index.php?diff=328686060&oldid=328488200,2009-11-29T23:31:44Z,/* References */,23031540,Thank Me Later,36608,vandalism
36611,86.158.13.40,326686208,326800232,http://en.wikipedia.org/w/index.php?diff=326800232&oldid=326686208,2009-11-19T21:05:41Z,null,7598664,Olga Kurylenko,36611,vandalism
36631,Outerspaceboy84,311246886,328056282,http://en.wikipedia.org/w/index.php?diff=328056282&oldid=311246886,2009-11-26T15:57:24Z,null,3990809,Flamboyant (song),36631,vandalism
36637,142.31.45.118,329118703,329118716,http://en.wikipedia.org/w/index.php?diff=329118716&oldid=329118703,2009-12-01T21:50:07Z,/* External links */,9845,JavaScript,36637,vandalism
36721,71.62.96.122,324148703,327724809,http://en.wikipedia.org/w/index.php?diff=327724809&oldid=324148703,2009-11-24T20:21:06Z,null,424518,Roman candle (firework),36721,vandalism
36727,24.155.28.61,329794727,329795058,http://en.wikipedia.org/w/index.php?diff=329795058&oldid=329794727,2009-12-05T02:34:29Z,/* Demographics */,136419,"Nacogdoches, Texas",36727,vandalism
36731,41.249.65.52,326358071,326995099,http://en.wikipedia.org/w/index.php?diff=326995099&oldid=326358071,2009-11-20T21:11:09Z,/* Other substances */,40197,Vapor pressure,36731,vandalism
36751,24.254.146.237,328939914,329944163,http://en.wikipedia.org/w/index.php?diff=329944163&oldid=328939914,2009-12-05T22:11:39Z,/* Awards */,34137,XFL,36751,vandalism
36756,216.121.147.73,326893092,327398761,http://en.wikipedia.org/w/index.php?diff=327398761&oldid=326893092,2009-11-23T02:35:10Z,null,420438,Steven Tyler,36756,vandalism
36758,208.138.34.234,327787086,328094910,http://en.wikipedia.org/w/index.php?diff=328094910&oldid=327787086,2009-11-26T20:39:32Z,/* Sociologists views of the family */,10401954,Family,36758,vandalism
36805,218.214.139.20,325186494,327381516,http://en.wikipedia.org/w/index.php?diff=327381516&oldid=325186494,2009-11-23T00:33:22Z,null,415674,Ear candling,36805,vandalism
36811,69.136.235.248,329658952,329768136,http://en.wikipedia.org/w/index.php?diff=329768136&oldid=329658952,2009-12-04T23:53:08Z,null,25272420,Stalking,36811,vandalism
36821,121.52.157.232,326108820,327435785,http://en.wikipedia.org/w/index.php?diff=327435785&oldid=326108820,2009-11-23T07:34:07Z,/* Soil */,2201417,Bulk density,36821,vandalism
36861,70.189.190.26,329776261,329776524,http://en.wikipedia.org/w/index.php?diff=329776524&oldid=329776261,2009-12-05T00:39:20Z,null,186526,Doxology,36861,vandalism
36862,88.203.11.113,327389034,328062078,http://en.wikipedia.org/w/index.php?diff=328062078&oldid=327389034,2009-11-26T16:40:37Z,/* Chalk uses */,44734,Chalk,36862,vandalism
36896,71.242.227.92,325210411,327934620,http://en.wikipedia.org/w/index.php?diff=327934620&oldid=325210411,2009-11-25T21:54:02Z,null,12332,Gustav Kirchhoff,36896,vandalism
36948,84.48.115.151,328809743,328873916,http://en.wikipedia.org/w/index.php?diff=328873916&oldid=328809743,2009-11-30T20:41:27Z,/* Early history */,1138884,Football hooliganism,36948,vandalism
37018,86.132.183.49,328060358,329235766,http://en.wikipedia.org/w/index.php?diff=329235766&oldid=328060358,2009-12-02T12:43:55Z,null,21036514,Eugene McGuinness,37018,vandalism
37021,92.3.230.178,329056440,329295100,http://en.wikipedia.org/w/index.php?diff=329295100&oldid=329056440,2009-12-02T19:31:16Z,emzy is dan,396241,Banksy,37021,vandalism
37063,78.33.99.230,329012209,329214418,http://en.wikipedia.org/w/index.php?diff=329214418&oldid=329012209,2009-12-02T09:18:09Z,null,218116,Enabling Act of 1933,37063,vandalism
37071,90.214.244.169,327675208,327931051,http://en.wikipedia.org/w/index.php?diff=327931051&oldid=327675208,2009-11-25T21:33:18Z,null,2348573,Anton Ferdinand,37071,vandalism
37080,71.227.209.40,327739278,327799175,http://en.wikipedia.org/w/index.php?diff=327799175&oldid=327739278,2009-11-25T03:47:34Z,null,73165,Infant,37080,vandalism
37085,99.129.27.253,329276438,329640476,http://en.wikipedia.org/w/index.php?diff=329640476&oldid=329276438,2009-12-04T10:02:43Z,/* Cast */,12790367,Vexille,37085,vandalism
37098,86.12.164.10,328216379,328216420,http://en.wikipedia.org/w/index.php?diff=328216420&oldid=328216379,2009-11-27T14:59:39Z,null,18062908,Taner,37098,vandalism
37124,82.198.231.93,327993883,328184231,http://en.wikipedia.org/w/index.php?diff=328184231&oldid=327993883,2009-11-27T09:39:22Z,/* Early tours */,759125,England cricket team,37124,vandalism
37160,198.70.218.41,319359941,329583782,http://en.wikipedia.org/w/index.php?diff=329583782&oldid=319359941,2009-12-04T01:33:01Z,null,22986616,Far-Less discography,37160,vandalism
37171,122.167.26.122,328535112,328535699,http://en.wikipedia.org/w/index.php?diff=328535699&oldid=328535112,2009-11-29T06:24:05Z,/* Demographics */,1208891,Bellary,37171,vandalism
37211,142.25.110.109,327503316,327503755,http://en.wikipedia.org/w/index.php?diff=327503755&oldid=327503316,2009-11-23T17:35:32Z,/* Finances */,20319,Motorola,37211,vandalism
37232,24.100.44.27,326572473,327131961,http://en.wikipedia.org/w/index.php?diff=327131961&oldid=326572473,2009-11-21T16:47:26Z,/* Taxonomy */,6219080,Asinus,37232,vandalism
37250,79.97.38.245,286472392,328096741,http://en.wikipedia.org/w/index.php?diff=328096741&oldid=286472392,2009-11-26T20:54:35Z,/* Aberdeen */,13660961,Elizabeth Blackwell (illustrator),37250,vandalism
