editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
3884,Dcelano,327325649,327561958,http://en.wikipedia.org/w/index.php?diff=327561958&oldid=327325649,2009-11-23T23:24:44Z,null,25832,Ringo Starr,3884,regular,0.595238037
16459,78.148.122.188,329709260,329709317,http://en.wikipedia.org/w/index.php?diff=329709317&oldid=329709260,2009-12-04T18:34:31Z,/* England v United States(scum) */,25259682,2010 FIFA World Cup Group C,16459,regular,0.553359403
7759,Levineps,329792280,329792827,http://en.wikipedia.org/w/index.php?diff=329792827&oldid=329792280,2009-12-05T02:19:24Z,/* References */,19976629,Mountain West – Missouri Valley Challenge,7759,regular,0.079768926
28495,Navy blue84,327899566,327901326,http://en.wikipedia.org/w/index.php?diff=327901326&oldid=327899566,2009-11-25T18:35:01Z,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/Apcyberax|Apcyberax]]; Reverted to remove links per [[WP:What Wikipedia is not]]. ([[WP:TW|TW]]),6002610,STS-129,28495,regular,0.424320571
38402,Ageoflo,327648798,327979884,http://en.wikipedia.org/w/index.php?diff=327979884&oldid=327648798,2009-11-26T03:16:01Z,/* General */,67500,Festival,38402,regular,0.073745934
38813,98.243.34.66,327955422,327956440,http://en.wikipedia.org/w/index.php?diff=327956440&oldid=327955422,2009-11-26T00:17:13Z,/* Animals and Pets */,6366497,List of Arthur characters,38813,regular,0.051870199
664,195.229.241.173,327439590,327439733,http://en.wikipedia.org/w/index.php?diff=327439733&oldid=327439590,2009-11-23T08:01:58Z,/* Important Dignitaries from Ayroor */,2252266,Ayroor,664,regular,0.003488616
35529,Mandarax,329493089,329637334,http://en.wikipedia.org/w/index.php?diff=329637334&oldid=329493089,2009-12-04T09:25:41Z,Add DEFAULTSORT using [[Project:AWB]],16470440,21388 Moyanodeburt,35529,regular,0.597657444
41606,BeckenhamBear,328094021,328214160,http://en.wikipedia.org/w/index.php?diff=328214160&oldid=328094021,2009-11-27T14:42:23Z,Chronology correction,23874978,Paul Menesius,41606,regular,0.410686943
35768,68.195.247.18,328969152,329049793,http://en.wikipedia.org/w/index.php?diff=329049793&oldid=328969152,2009-12-01T15:52:37Z,null,560252,Progressive Era,35768,regular,0.604209092
38532,72.84.169.65,326486667,327016205,http://en.wikipedia.org/w/index.php?diff=327016205&oldid=326486667,2009-11-20T23:26:16Z,/* Applying the term homosexual to animals */,547826,Homosexual behavior in animals,38532,regular,0.74591897
3478,Lloydf640,326778158,326780009,http://en.wikipedia.org/w/index.php?diff=326780009&oldid=326778158,2009-11-19T19:13:53Z,/* Transfers */,24209905,List of English football transfers winter 2009–10,3478,regular,0.393135737
34196,Rich Farmbrough,321400239,328454646,http://en.wikipedia.org/w/index.php?diff=328454646&oldid=321400239,2009-11-28T21:48:18Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],3461364,A Bicyclops Built for Two,34196,regular,0.619107606
6225,Mjroots,327746169,327812683,http://en.wikipedia.org/w/index.php?diff=327812683&oldid=327746169,2009-11-25T05:37:26Z,[[WP:UNDO|Undid]] revision 327746169 by [[Special:Contributions/79.106.109.74|79.106.109.74]] ([[User talk:79.106.109.74|talk]]) RVV,24395074,SS Empire Baxter,6225,regular,0.351728577
41163,122.183.237.194,326373599,327816317,http://en.wikipedia.org/w/index.php?diff=327816317&oldid=326373599,2009-11-25T06:10:13Z,null,69007,Military of Bhutan,41163,regular,0.097825914
6996,58.166.226.92,312117280,328772007,http://en.wikipedia.org/w/index.php?diff=328772007&oldid=312117280,2009-11-30T10:04:00Z,Supertruck racing no longer at mallala,6649279,Mallala Motor Sport Park,6996,regular,0.446686582
36144,Mandarax,329493412,329638638,http://en.wikipedia.org/w/index.php?diff=329638638&oldid=329493412,2009-12-04T09:41:23Z,Add DEFAULTSORT using [[Project:AWB]],16453567,21417 Kelleyharris,36144,regular,0.620657285
26517,151.196.93.200,327677942,329723006,http://en.wikipedia.org/w/index.php?diff=329723006&oldid=327677942,2009-12-04T19:50:36Z,/* F */,19843588,List of Canadian actors,26517,regular,0.227760715
37760,85.72.195.103,328233609,328234017,http://en.wikipedia.org/w/index.php?diff=328234017&oldid=328233609,2009-11-27T17:17:36Z,/* Economic and trade relations http://www.mfa.gr/www.mfa.gr/en-US/Policy/Geographic+Regions/Asia+-+Oceania/Bilateral+Relations/Australia/  Greek Ministry of Foreign Affairs about the relation with Australia  */,16040322,Australian-Greek relations,37760,regular,0.918707963
25029,Pmcentire22,327419187,328700155,http://en.wikipedia.org/w/index.php?diff=328700155&oldid=327419187,2009-11-30T00:53:36Z,/* References */,517951,Brown sugar,25029,regular,0.94488499
12835,Darbarilal,329012328,329012491,http://en.wikipedia.org/w/index.php?diff=329012491&oldid=329012328,2009-12-01T11:36:20Z,null,12676148,Shilendra Kumar Singh,12835,regular,0.337579671
22871,X96lee15,329100351,329777489,http://en.wikipedia.org/w/index.php?diff=329777489&oldid=329100351,2009-12-05T00:44:52Z,/* Sports */clean up using [[Project:AWB]],24216139,2009–10 Mid-American Conference season,22871,regular,0.868239258
5552,WereSpielChequers,327272859,327282888,http://en.wikipedia.org/w/index.php?diff=327282888&oldid=327272859,2009-11-22T13:16:44Z,Quick-adding category [[:Category:Bantu languages|Bantu languages]] (using [[WP:HOTCAT|HotCat]]),25165067,Kgalagadi language,5552,regular,0.868290276
7546,The Quill,329879946,329890533,http://en.wikipedia.org/w/index.php?diff=329890533&oldid=329879946,2009-12-05T16:36:17Z,small updates,750942,High Representative of the Union for Foreign Affairs and Security Policy,7546,regular,0.547675295
43510,Marek69,328518192,328518294,http://en.wikipedia.org/w/index.php?diff=328518294&oldid=328518192,2009-11-29T04:13:10Z,Reverted edits by [[Special:Contributions/Needsprite|Needsprite]] to last revision by Sharabura ([[Wikipedia:Huggle|HG]]),557698,Mansion,43510,regular,0.777964189
29822,Dweller,326785669,326785968,http://en.wikipedia.org/w/index.php?diff=326785968&oldid=326785669,2009-11-19T19:47:04Z,/* Match summary */ w. Not sure how much we need to cite the match report.,12988345,Bayern Munich v Norwich City,29822,regular,0.412094704
40766,Kikodawgzzz,329536547,329655952,http://en.wikipedia.org/w/index.php?diff=329655952&oldid=329536547,2009-12-04T12:52:35Z,/* Incident */,15863752,Harlem Riot,40766,regular,0.345979082
30696,Ninjai,328441615,328441788,http://en.wikipedia.org/w/index.php?diff=328441788&oldid=328441615,2009-11-28T20:33:28Z,reference correction and dissertation year,25091554,Event-driven petri nets,30696,regular,0.566636947
7247,Fetchcomms,327787549,327787591,http://en.wikipedia.org/w/index.php?diff=327787591&oldid=327787549,2009-11-25T02:23:52Z,Reverted edits by [[Special:Contributions/98.207.26.222|98.207.26.222]] to last revision by 149.171.96.35 ([[WP:HG|HG]]),23284357,Nikita Zotov,7247,regular,0.537499189
722,ClutchCityOwns,327406701,327406757,http://en.wikipedia.org/w/index.php?diff=327406757&oldid=327406701,2009-11-23T03:33:47Z,/* Philadelphia Eagles */,13335937,LeSean McCoy,722,regular,0.774023474
27063,T@nn,328906879,329615179,http://en.wikipedia.org/w/index.php?diff=329615179&oldid=328906879,2009-12-04T05:37:36Z,Added category,746746,151 Abundantia,27063,regular,0.317192307
41650,Finetooth,328276294,328276462,http://en.wikipedia.org/w/index.php?diff=328276462&oldid=328276294,2009-11-27T22:30:03Z,"/* Arts, culture, historic sites, and media */ added pub date",132071,"Lock Haven, Pennsylvania",41650,regular,0.871903594
12247,Daniel Christensen,326777499,326792616,http://en.wikipedia.org/w/index.php?diff=326792616&oldid=326777499,2009-11-19T20:23:51Z,null,1181293,Penobscot Knob,12247,regular,0.780880474
27307,Dejvid,327966055,328359736,http://en.wikipedia.org/w/index.php?diff=328359736&oldid=327966055,2009-11-28T10:54:49Z,/* Cyberpunk */ its the name combining cybernetics and punk,26787,Science fiction,27307,regular,0.199062665
43928,UnderAngel,328063812,328128417,http://en.wikipedia.org/w/index.php?diff=328128417&oldid=328063812,2009-11-27T01:00:34Z,null,24283284,"WWE TLC: Tables, Ladders & Chairs",43928,regular,0.063470795
31653,67.244.15.45,326694402,329603847,http://en.wikipedia.org/w/index.php?diff=329603847&oldid=326694402,2009-12-04T03:52:59Z,/* New York City */ Avenues A-D are not in the Lower East Side,19218099,Numbered street,31653,regular,0.292137965
20652,Thirdship,272344531,327615333,http://en.wikipedia.org/w/index.php?diff=327615333&oldid=272344531,2009-11-24T05:51:17Z,null,6228138,Vivian Martin,20652,regular,0.892924755
36255,90.195.60.28,326794365,326822258,http://en.wikipedia.org/w/index.php?diff=326822258&oldid=326794365,2009-11-19T23:04:49Z,null,25133733,Whiteburn,36255,regular,0.948128307
24872,Wikidemon,326820185,326820195,http://en.wikipedia.org/w/index.php?diff=326820195&oldid=326820185,2009-11-19T22:53:14Z,[[WP:UNDO|Undid]] revision 326816736 by [[Special:Contributions/Catherine Huebscher|Catherine Huebscher]] ([[User talk:Catherine Huebscher|talk]])rv pointless edit,1195670,Bernardine Dohrn,24872,regular,0.566327319
32677,Attilios,326900928,326900937,http://en.wikipedia.org/w/index.php?diff=326900937&oldid=326900928,2009-11-20T09:42:35Z,Removed category [[:Category:Communes of Sicily|Communes of Sicily]] (using [[WP:HOTCAT|HotCat]]),25143141,Giarre-Riposto,32677,regular,0.851817438
8026,Mlaffs,329616001,329977818,http://en.wikipedia.org/w/index.php?diff=329977818&oldid=329616001,2009-12-06T01:34:34Z,/* KB-- */ remove link following change of call sign,15510778,List of FM radio stations in the United States by call sign (initial letters KA–KC),8026,regular,0.235861251
39962,FILWISE,328601341,328606249,http://en.wikipedia.org/w/index.php?diff=328606249&oldid=328601341,2009-11-29T16:34:56Z,/* Cast */,12078109,Age of Innocence (TV series),39962,regular,0.010290491
13184,86.137.127.200,313402785,329723197,http://en.wikipedia.org/w/index.php?diff=329723197&oldid=313402785,2009-12-04T19:51:40Z,null,9054865,"Indian general election, 1984",13184,regular,0.256646597
1953,Iqinn,327692608,327692952,http://en.wikipedia.org/w/index.php?diff=327692952&oldid=327692608,2009-11-24T17:06:03Z,add information,7427920,Amjad Mohammed Khan,1953,regular,0.337653434
2602,24.131.131.2,322840364,327559575,http://en.wikipedia.org/w/index.php?diff=327559575&oldid=322840364,2009-11-23T23:10:25Z,/* In Popular Culture */,1091918,Baryonyx,2602,regular,0.875461337
43357,Marek69,327600055,327604082,http://en.wikipedia.org/w/index.php?diff=327604082&oldid=327600055,2009-11-24T04:11:28Z,Reverted edits by [[Special:Contributions/99.142.91.166|99.142.91.166]] to last revision by Erik9bot ([[WP:HG|HG]]),6654787,Educational television,43357,regular,0.005959232
2357,Thebearix,329531200,329766974,http://en.wikipedia.org/w/index.php?diff=329766974&oldid=329531200,2009-12-04T23:46:30Z,/* New amine-based materials and solvents for gas processing */,1925126,Amine gas treating,2357,regular,0.78579776
8400,Msa1701,304273493,328774138,http://en.wikipedia.org/w/index.php?diff=328774138&oldid=304273493,2009-11-30T10:23:30Z,null,231985,USS Long Beach (CGN-9),8400,regular,0.444021003
5337,69.204.226.196,327905216,329762236,http://en.wikipedia.org/w/index.php?diff=329762236&oldid=327905216,2009-12-04T23:20:30Z,/* Salsa */,242984,Music of Puerto Rico,5337,regular,0.57240529
41455,Doniago,326966251,326979900,http://en.wikipedia.org/w/index.php?diff=326979900&oldid=326966251,2009-11-20T19:39:20Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/75.147.62.69|75.147.62.69]] ([[User talk:75.147.62.69|talk]]) to last version by Philip Trueman,259474,"Bridgewater, Massachusetts",41455,regular,0.735416107
6207,Tomruen,327262051,327263521,http://en.wikipedia.org/w/index.php?diff=327263521&oldid=327262051,2009-11-22T09:46:52Z,/* References */,25164460,"Solar eclipse of February 15, 2018",6207,regular,0.772524281
5788,174.88.153.14,329135667,329296781,http://en.wikipedia.org/w/index.php?diff=329296781&oldid=329135667,2009-12-02T19:42:22Z,/* Airlines and destinations */,301579,Billy Bishop Toronto City Airport,5788,regular,0.371439815
45224,90.217.58.121,329519268,329889354,http://en.wikipedia.org/w/index.php?diff=329889354&oldid=329519268,2009-12-05T16:28:11Z,/* References */,7528170,"Demetan Croaker, The Boy Frog",45224,regular,0.541993704
18711,Grande13,328299763,328310956,http://en.wikipedia.org/w/index.php?diff=328310956&oldid=328299763,2009-11-28T02:47:56Z,"thats dvd date, not tv air date",22269839,Family Guy (season 8),18711,regular,0.139911172
40718,76.107.240.214,322031550,329769074,http://en.wikipedia.org/w/index.php?diff=329769074&oldid=322031550,2009-12-04T23:58:21Z,null,2606152,Rebecca of Sunnybrook Farm,40718,regular,0.060508465
25580,97.100.36.218,328742766,329126974,http://en.wikipedia.org/w/index.php?diff=329126974&oldid=328742766,2009-12-01T22:33:55Z,/* Main Characters */,19231927,The Clique (film),25580,regular,0.922146745
17351,Metalriffman,326600279,327243453,http://en.wikipedia.org/w/index.php?diff=327243453&oldid=326600279,2009-11-22T06:00:35Z,/* Bands */,4353898,Indian rock,17351,regular,0.719414791
16689,Shaikhakz,327929323,327929532,http://en.wikipedia.org/w/index.php?diff=327929532&oldid=327929323,2009-11-25T21:23:52Z,/* Usus */,6985736,Manus marriage,16689,regular,0.112635945
41194,UpDown,327312575,327441870,http://en.wikipedia.org/w/index.php?diff=327441870&oldid=327312575,2009-11-23T08:19:53Z,"no, its meant to be that, so that if & when article is created for TV series it links",80729,June Whitfield,41194,regular,0.167774023
17877,Rich Farmbrough,327083409,327094177,http://en.wikipedia.org/w/index.php?diff=327094177&oldid=327083409,2009-11-21T11:10:31Z,Date maintenance tags and general  fixes using [[Project:AutoWikiBrowser|AWB]],460443,Edgar Wallace,17877,regular,0.711788843
2421,Heat fan1,327449784,327494735,http://en.wikipedia.org/w/index.php?diff=327494735&oldid=327449784,2009-11-23T16:35:56Z,Added Category:Universities and colleges in Pennsylvania,1209509,Pennsylvania State University,2421,regular,0.282349667
10222,Myk60640,326923520,326923773,http://en.wikipedia.org/w/index.php?diff=326923773&oldid=326923520,2009-11-20T13:28:53Z,/* Latest News */ fixed reference,7728420,American Beverage Association,10222,regular,0.192535059
6140,Svick,328232738,328237837,http://en.wikipedia.org/w/index.php?diff=328237837&oldid=328232738,2009-11-27T17:44:44Z,/* {{flagicon|Latvia}} Latvia */ rescued broken <ref>,23146406,2009 flu pandemic in Europe,6140,regular,0.832001204
41071,Loremaster,326888919,326900088,http://en.wikipedia.org/w/index.php?diff=326900088&oldid=326888919,2009-11-20T09:33:04Z,/* History of the term */,602643,New World Order (conspiracy theory),41071,regular,0.829402866
13093,Jordanson,328090830,328091685,http://en.wikipedia.org/w/index.php?diff=328091685&oldid=328090830,2009-11-26T20:14:10Z,null,25213999,Georgi Angelov,13093,regular,0.790325088
9191,All Hallows Wraith,326456809,327089197,http://en.wikipedia.org/w/index.php?diff=327089197&oldid=326456809,2009-11-21T10:21:52Z,null,273484,Thom Yorke,9191,regular,0.908902748
23614,121.217.60.249,285877063,329126950,http://en.wikipedia.org/w/index.php?diff=329126950&oldid=285877063,2009-12-01T22:33:46Z,null,7019046,Powrie Castle,23614,regular,0.042870381
9552,T@nn,327618106,327642019,http://en.wikipedia.org/w/index.php?diff=327642019&oldid=327618106,2009-11-24T10:23:57Z,Defaultsort,3033527,796 Sarita,9552,regular,0.364387023
8970,72.84.138.167,326388343,328738385,http://en.wikipedia.org/w/index.php?diff=328738385&oldid=326388343,2009-11-30T05:01:59Z,null,15234532,Parkside High School,8970,regular,0.270069401
9019,Artemisboy,327563872,327710137,http://en.wikipedia.org/w/index.php?diff=327710137&oldid=327563872,2009-11-24T18:54:19Z,/* Changes */,24965620,Philippus,9019,regular,0.080807126
20776,145.97.199.58,327519181,327574970,http://en.wikipedia.org/w/index.php?diff=327574970&oldid=327519181,2009-11-24T00:49:14Z,/* Sources of fiber */,66554,Dietary fiber,20776,regular,0.657509555
38829,173.50.233.227,329695998,329696212,http://en.wikipedia.org/w/index.php?diff=329696212&oldid=329695998,2009-12-04T17:22:41Z,/* Amami Islands */,330142,List of islands of Japan,38829,regular,0.048771695
3971,ESkog,326871141,326871301,http://en.wikipedia.org/w/index.php?diff=326871301&oldid=326871141,2009-11-20T04:26:33Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/1to0to-1|1to0to-1]] ([[User talk:1to0to-1|talk]]) to last version by ESkog,2121807,Algebra 2,3971,regular,0.700696086
6114,81.233.186.156,328840633,328844242,http://en.wikipedia.org/w/index.php?diff=328844242&oldid=328840633,2009-11-30T18:21:15Z,null,642071,Hardstyle,6114,regular,0.017589412
366,Mnh123,325821245,327302458,http://en.wikipedia.org/w/index.php?diff=327302458&oldid=325821245,2009-11-22T16:01:23Z,/* Schools */,26895,Swedish Armed Forces,366,regular,0.210949072
16058,Coinfreak90,329972541,329972714,http://en.wikipedia.org/w/index.php?diff=329972714&oldid=329972541,2009-12-06T01:05:30Z,/* 2009-2010 */,3553140,Matt Painter,16058,regular,0.868736815
37931,Woohookitty,325104164,328750914,http://en.wikipedia.org/w/index.php?diff=328750914&oldid=325104164,2009-11-30T06:47:37Z,[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.98 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]],10716,Foreign relations of Finland,37931,regular,0.300207795
12541,The Man in Question,328632442,328632878,http://en.wikipedia.org/w/index.php?diff=328632878&oldid=328632442,2009-11-29T19:00:37Z,/* Olivia Caliban/Madame Lulu */,8938540,List of A Series of Unfortunate Events characters,12541,regular,0.953747679
39659,Yorkiano,328014190,328015360,http://en.wikipedia.org/w/index.php?diff=328015360&oldid=328014190,2009-11-26T09:20:03Z,/* Stations */,1460771,R (New York City Subway service),39659,regular,0.411733076
26623,Ed g2s,326616925,328062646,http://en.wikipedia.org/w/index.php?diff=328062646&oldid=326616925,2009-11-26T16:44:59Z,/* Filmography */,12308077,Genevieve OReilly,26623,regular,0.504525775
25221,58.68.82.194,324585547,329462076,http://en.wikipedia.org/w/index.php?diff=329462076&oldid=324585547,2009-12-03T14:48:53Z,/* Television */,7662509,Indraneil Sengupta,25221,regular,0.227935245
17208,Jameslwoodward,316904476,329885711,http://en.wikipedia.org/w/index.php?diff=329885711&oldid=316904476,2009-12-05T16:02:10Z,"/* References */clean up, Replaced: National Register of Historic Places in Massachusetts → Roads on the National Register of Historic Places in Massachusetts, using [[Project:AutoWikiBrowser|AWB]]",18764395,Fells Connector Parkways,17208,regular,0.089854161
37094,124.43.168.142,326497075,328568755,http://en.wikipedia.org/w/index.php?diff=328568755&oldid=326497075,2009-11-29T11:42:54Z,null,11513823,Puja Gupta,37094,regular,0.147640202
41229,Deshem,326348346,326850421,http://en.wikipedia.org/w/index.php?diff=326850421&oldid=326348346,2009-11-20T02:00:26Z,null,9210003,Straight Lines (song),41229,regular,0.52912582
15571,BrownHairedGirl,323744394,326854314,http://en.wikipedia.org/w/index.php?diff=326854314&oldid=323744394,2009-11-20T02:28:12Z,Removed category [[:Category:Politics of Greater Manchester|Politics of Greater Manchester]]; Quick-adding category [[:Category:Elections in Greater Manchester|Elections in Greater Manchester]] (using [[WP:HOTCAT|HotCat]]),9073927,"Ashton-under-Lyne by-election, 1939",15571,regular,0.242372559
10462,Vhorvat,319451186,327395613,http://en.wikipedia.org/w/index.php?diff=327395613&oldid=319451186,2009-11-23T02:10:24Z,"/* External links */ Commonscat, Tourist Board",458588,Bjelovar-Bilogora County,10462,regular,0.679571528
20927,Drmies,319406964,327220352,http://en.wikipedia.org/w/index.php?diff=327220352&oldid=319406964,2009-11-22T02:40:31Z,i dont believe any of this. added unref tag. delinked dates.,15323025,Travis Baptist,20927,regular,0.46594228
32251,Darrenhusted,327378676,327381059,http://en.wikipedia.org/w/index.php?diff=327381059&oldid=327378676,2009-11-23T00:30:05Z,"He plays the character as greedy, there is no need for NPOV",43568,Tom Hanks,32251,regular,0.877819623
2740,Thewellman,328689300,328691202,http://en.wikipedia.org/w/index.php?diff=328691202&oldid=328689300,2009-11-30T00:01:15Z,/* North Coast */ remove incorrect reference to community of South Fork (destroyed by 1964 flood),3868301,U.S. Route 101 in California,2740,regular,0.42964235
37871,68.146.81.123,328057515,328862765,http://en.wikipedia.org/w/index.php?diff=328862765&oldid=328057515,2009-11-30T19:50:13Z,/* 2000s */ detail,169672,List of years in television,37871,regular,0.362223238
45854,Airplaneman,327819269,327819372,http://en.wikipedia.org/w/index.php?diff=327819372&oldid=327819269,2009-11-25T06:39:14Z,wikify,25197069,Imba Nihon-Idai Station,45854,regular,0.91319705
10225,Korepin,326965049,329252063,http://en.wikipedia.org/w/index.php?diff=329252063&oldid=326965049,2009-12-02T15:10:17Z,/* Connection to quantum state symmetry */,24669,Pauli exclusion principle,10225,regular,0.825062935
24148,Bobby H. Heffley,329222380,329509149,http://en.wikipedia.org/w/index.php?diff=329509149&oldid=329222380,2009-12-03T19:10:48Z,null,219665,"San José, Costa Rica",24148,regular,0.661546852
23347,DCEdwards1966,328717018,328722295,http://en.wikipedia.org/w/index.php?diff=328722295&oldid=328717018,2009-11-30T03:08:57Z,Reverted 1 edit by [[Special:Contributions/68.248.228.137|68.248.228.137]]. ([[WP:TW|TW]]),3457121,Death of John Lennon,23347,regular,0.195153127
34440,24.218.7.155,329779851,329780123,http://en.wikipedia.org/w/index.php?diff=329780123&oldid=329779851,2009-12-05T00:59:50Z,/* General Information and HistoryHistory */,24964229,Franklin and Blackstone Squares,34440,regular,0.658223467
41590,Cavie78,329678652,329731882,http://en.wikipedia.org/w/index.php?diff=329731882&oldid=329678652,2009-12-04T20:38:59Z,/* Origins and recording */,1111379,Rings Around the World,41590,regular,0.275276445
1236,Dr. Blofeld,329061940,329112349,http://en.wikipedia.org/w/index.php?diff=329112349&oldid=329061940,2009-12-01T21:16:49Z,null,11916562,Money to Burn (Randall and Hopkirk Deceased),1236,regular,0.330090063
8290,Jethwarp,326925752,326926409,http://en.wikipedia.org/w/index.php?diff=326926409&oldid=326925752,2009-11-20T13:52:03Z,null,24911712,Kutch Gurjar Kshatriyas,8290,regular,0.53794876
6934,97.66.251.81,326793522,326801649,http://en.wikipedia.org/w/index.php?diff=326801649&oldid=326793522,2009-11-19T21:13:55Z,/* Season 1: 2008-present */,22166415,List of The Penguins of Madagascar episodes,6934,regular,0.580492561
39242,152.3.249.7,324226152,326892536,http://en.wikipedia.org/w/index.php?diff=326892536&oldid=324226152,2009-11-20T08:04:25Z,null,24559340,Erotosexual,39242,regular,0.679881529
42285,Litterworld,326891127,326928457,http://en.wikipedia.org/w/index.php?diff=326928457&oldid=326891127,2009-11-20T14:08:27Z,/* Design */,858795,Ugg boots,42285,regular,0.641128061
40403,Elbow runner,327601475,327606567,http://en.wikipedia.org/w/index.php?diff=327606567&oldid=327601475,2009-11-24T04:31:21Z,[[WP:UNDO|Undid]] revision 327601475 by [[Special:Contributions/Halestock|Halestock]] ([[User talk:Halestock|talk]]),579967,Meatotomy,40403,regular,0.952295912
749,77.28.216.23,325490418,326967489,http://en.wikipedia.org/w/index.php?diff=326967489&oldid=325490418,2009-11-20T18:19:01Z,null,565613,Ottoman Greece,749,regular,0.065860819
23951,Paddster7,327139974,327140460,http://en.wikipedia.org/w/index.php?diff=327140460&oldid=327139974,2009-11-21T17:45:47Z,/* Squadron history */,20171616,VP-46,23951,regular,0.35104118
13846,Framhein,312515679,329305679,http://en.wikipedia.org/w/index.php?diff=329305679&oldid=312515679,2009-12-02T20:36:39Z,#NAME?,23654407,Lysimachus of Acarnania,13846,regular,0.118713864
14760,Micahmedia,327563704,327563957,http://en.wikipedia.org/w/index.php?diff=327563957&oldid=327563704,2009-11-23T23:36:47Z,null,6271902,Inkjet transfer,14760,regular,0.90181969
41726,86.137.214.216,324143962,328265695,http://en.wikipedia.org/w/index.php?diff=328265695&oldid=324143962,2009-11-27T21:07:24Z,/* Espace IV (2003-present) */,616725,Renault Espace,41726,regular,0.511241667
22334,198.53.123.45,327334810,327335280,http://en.wikipedia.org/w/index.php?diff=327335280&oldid=327334810,2009-11-22T19:44:37Z,/* English cast */,1348143,Fafner in the Azure,22334,regular,0.242574725
14891,Shadzane,327495740,327495810,http://en.wikipedia.org/w/index.php?diff=327495810&oldid=327495740,2009-11-23T16:43:28Z,/* Births */ Removed Anurag Kashyap -- does not have an article (just redirects to a contests article),21806,23-Nov,14891,regular,0.865212297
33243,Welshleprechaun,319519433,328240933,http://en.wikipedia.org/w/index.php?diff=328240933&oldid=319519433,2009-11-27T18:07:48Z,null,9172410,Cardiff Metropolitan Cathedral,33243,regular,0.490831862
38342,Jnp7675,327492198,327492342,http://en.wikipedia.org/w/index.php?diff=327492342&oldid=327492198,2009-11-23T16:18:40Z,/* Qualifying */,24273714,2009–10 United States Open Cup for Arena Soccer,38342,regular,0.556354853
5960,115.184.88.225,328652274,328653794,http://en.wikipedia.org/w/index.php?diff=328653794&oldid=328652274,2009-11-29T20:46:53Z,/* The K! Logo */,24557695,Kurukshetra (technology management festival),5960,regular,0.787481533
7462,Tobyc75,288786414,326933086,http://en.wikipedia.org/w/index.php?diff=326933086&oldid=288786414,2009-11-20T14:44:39Z,/* Weather */,2531507,"Fey, Switzerland",7462,regular,0.682868029
21449,Jimmy Slade,329489838,329656639,http://en.wikipedia.org/w/index.php?diff=329656639&oldid=329489838,2009-12-04T12:59:21Z,null,5784342,20th Avenue (BMT West End Line),21449,regular,0.930152769
33441,203.99.186.178,329259700,329278500,http://en.wikipedia.org/w/index.php?diff=329278500&oldid=329259700,2009-12-02T17:55:15Z,/* Transport aircraft */,377433,Pakistan Air Force,33441,regular,0.574933083
44646,Firsfron,330073843,330098924,http://en.wikipedia.org/w/index.php?diff=330098924&oldid=330073843,2009-12-06T18:53:37Z,revert comments added into the text itself; fix had to been,3715581,Dryptosaurus,44646,regular,0.188621236
2417,Discographer,296557732,327221387,http://en.wikipedia.org/w/index.php?diff=327221387&oldid=296557732,2009-11-22T02:48:55Z,link,13622982,Forever Diana: Musical Memoirs,2417,regular,0.733765283
20023,Colonies Chris,327913757,329938202,http://en.wikipedia.org/w/index.php?diff=329938202&oldid=327913757,2009-12-05T21:34:15Z,"sp, date & link fixes using [[Project:AutoWikiBrowser|AWB]]",163701,Las Palmas de Gran Canaria,20023,regular,0.103221784
31052,Tomballguy,327800289,327809366,http://en.wikipedia.org/w/index.php?diff=327809366&oldid=327800289,2009-11-25T05:09:28Z,"[[WP:UNDO|Undid]] 1 edit identified as vandalism by [[Special:Contributions/Reywas92|Reywas92]] ([[User talk:Reywas92|talk]]) If you do it again, I may have you blocked. Dont do that again, please.",11815465,List of top prize winners on Who Wants to Be a Millionaire?,31052,regular,0.948262872
35542,Crystal Clear x3,327175509,327183432,http://en.wikipedia.org/w/index.php?diff=327183432&oldid=327175509,2009-11-21T22:24:04Z,/* Production and distribution */,21113228,Precious: Based on the Novel Push by Sapphire,35542,regular,0.724219998
39919,78.148.21.50,325232208,327120789,http://en.wikipedia.org/w/index.php?diff=327120789&oldid=325232208,2009-11-21T15:24:18Z,/* Charity specials */,6265228,List of EastEnders television spin-offs,39919,regular,0.440373103
15668,Turaab84,328183697,328183742,http://en.wikipedia.org/w/index.php?diff=328183742&oldid=328183697,2009-11-27T09:34:34Z,null,25219465,Frank Tammariello,15668,regular,0.604346155
41132,Family guy85,328027140,328027992,http://en.wikipedia.org/w/index.php?diff=328027992&oldid=328027140,2009-11-26T11:40:39Z,/* All-American Consensus Selections (16) */,8204961,Purdue Boilermakers mens basketball,41132,regular,0.986238904
22271,Tacothegreat,328711497,328715506,http://en.wikipedia.org/w/index.php?diff=328715506&oldid=328711497,2009-11-30T02:28:16Z,null,2132445,Buchholz High School,22271,regular,0.045253162
